gene,p_value,fold_change
220802_at,0.011280554550467182,-0.5440852268372729
207986_x_at,0.011285821694321524,0.5440514345743994
210565_at,0.011287099806981242,-0.5440432366971338
207139_at,0.011294543771811286,-0.5439955068200366
219401_at,0.011308532932420304,0.5439058840283716
205576_at,0.01132339758861975,-0.5438107581587709
207184_at,0.01133307897975355,-0.5437488609485207
216180_s_at,0.011361498247940787,-0.5435674304927454
221978_at,0.01137548307620403,0.5434782956393849
208766_s_at,0.01138018214269522,0.5434483667228674
203442_x_at,0.011387932559244784,-0.5433990269216031
207575_at,0.011397420129668868,-0.5433386680854002
207820_at,0.01141021375795142,-0.5432573457986225
201004_at,0.011419215831573142,0.5432001720313882
210547_x_at,0.011422679991773252,-0.5431781810025731
213199_at,0.01142815547697007,0.5431434336219434
203440_at,0.011442607121247018,0.5430517932577301
207389_at,0.011445288692263975,-0.5430348000510732
206834_at,0.01144597253802043,-0.5430304670525905
216719_s_at,0.011461626234125659,-0.5429313434036435
206215_at,0.011475371715332144,-0.5428444003564251
206002_at,0.011477822929310693,-0.5428289054515916
204106_at,0.011500278437104874,-0.5426870910943595
220224_at,0.011505414281796163,-0.5426546903564335
221540_x_at,0.011509692844830544,0.5426277076129026
221163_s_at,0.01151229538226469,-0.5426112989945047
220757_s_at,0.011551095932750936,-0.5423670497422678
208889_s_at,0.011563707324041658,-0.5422878150462718
203919_at,0.01156833039735486,-0.5422587881168102
205679_x_at,0.011568462804461187,-0.5422579569200925
206685_at,0.011588451424884565,0.5421325716584596
210266_s_at,0.0116698647787353,0.5416238181769553
212704_at,0.011692822659631145,-0.5414809129232809
211916_s_at,0.011717446716145314,-0.5413279076815607
219732_at,0.01172394904546824,-0.5412875512363435
212995_x_at,0.011735334633315692,0.5412169339754669
221745_at,0.011738873609698672,-0.541194996205874
204048_s_at,0.011739192313555259,-0.5411930208744897
219855_at,0.011753067791441607,0.5411070657019202
202921_s_at,0.011769873185082519,-0.5410030786907412
221558_s_at,0.011778206265156915,0.540951563903652
212867_at,0.011797178779149863,0.5408343948382858
215050_x_at,0.011801056833974147,-0.540810465232862
203700_s_at,0.011809546292401673,-0.5407581047761454
216016_at,0.011818744198584183,-0.5407014118076185
202947_s_at,0.011831782776350195,-0.5406211119625466
202510_s_at,0.011834998765527375,-0.5406013177059673
220227_at,0.01184261445020646,-0.5405544622104634
220337_at,0.011851643100686265,0.540498947423707
212381_at,0.011869676114955399,-0.5403881773246959
220543_at,0.011881990844033541,-0.5403126166970189
211456_x_at,0.01190464631231901,-0.5401737853707551
219762_s_at,0.011916990524520091,0.5400982375814434
220873_at,0.011925158764998429,-0.5400482845984629
202335_s_at,0.011936518924419758,-0.5399788608945897
208526_at,0.011938085706776402,-0.5399692905578151
212182_at,0.01196151683689987,-0.5398262970822523
213532_at,0.01196701816152511,0.5397927594246236
212354_at,0.01197561558116946,0.539740373948863
204989_s_at,0.011977154484742318,-0.539731000613936
218470_at,0.011990048786278561,0.5396525036529913
219672_at,0.012007583579692751,-0.5395458744835837
203739_at,0.012014136648724557,0.5395060600274542
220086_at,0.012021580743768885,-0.5394608548951086
204638_at,0.012027692244492218,0.5394237603063909
221385_s_at,0.01203163931300603,-0.5393998117533452
217043_s_at,0.012042438524556434,0.5393343232504456
216805_at,0.012064876810643044,-0.5391984164327064
205759_s_at,0.012070894167122695,-0.5391620072193855
204830_x_at,0.01207249341224447,-0.5391523333255106
218608_at,0.012072866294334178,0.5391500779080753
220141_at,0.01207565081229115,-0.5391332373682114
200846_s_at,0.012089494691979794,0.5390495608390261
221788_at,0.01209078307434964,-0.5390417777147944
205722_s_at,0.012091702516204077,-0.5390362238033715
212809_at,0.012096987116820198,0.539004309167001
214739_at,0.012110899771405932,-0.538920346172912
220268_at,0.012110921528181239,-0.5389202149363309
204909_at,0.012112214708372362,-0.5389124148590225
207730_x_at,0.012122405198857851,0.5388509742040032
212358_at,0.012128670494195635,-0.5388132217019331
213258_at,0.012132896273822202,-0.5387877681982622
201773_at,0.012133030657388178,0.5387869588806907
203029_s_at,0.012133071169661865,-0.5387867148993
216193_at,0.012137320427238975,-0.5387611280777335
205723_at,0.012149248970179905,-0.5386893422228788
210695_s_at,0.012162573986398615,-0.5386092248926082
209132_s_at,0.012165829337709362,0.5385896635387317
215691_x_at,0.012166470030442626,0.5385858141627884
205999_x_at,0.01216739538470441,-0.5385802548099611
206383_s_at,0.012167493624300071,-0.5385796646267131
215427_s_at,0.012180443917695263,-0.5385019008446983
206855_s_at,0.012181095004943373,-0.5384979931027332
206210_s_at,0.012189512554703982,-0.5384474884079251
212830_at,0.012194581623152,-0.5384170889988433
204266_s_at,0.012214966119686444,0.5382949532477586
33850_at,0.012218197206133884,-0.5382756101550297
200016_x_at,0.01222143281223426,0.5382562444645316
219443_at,0.012230146372484556,0.5382041143963071
204227_s_at,0.012250541200499338,-0.5380822257576575
217093_at,0.012270816920664313,-0.5379612238329452
200672_x_at,0.012272810558936203,-0.5379493355453242
218248_at,0.012288205677147883,0.5378575892712836
201797_s_at,0.012340784152129459,0.5375450030928526
221120_at,0.01240653963465247,0.5371557039858941
207524_at,0.012423452910643614,-0.5370558607314699
219254_at,0.012436599804528863,-0.5369783329855882
204440_at,0.012453845031572255,-0.5368767451987351
212430_at,0.012456432871025635,0.5368615113708466
221600_s_at,0.012470447290949474,-0.5367790604980034
206246_at,0.01247478909714006,-0.5367535327486022
208816_x_at,0.012485103516291438,-0.5366929198474566
211960_s_at,0.01252299566758129,-0.5364706189743773
209949_at,0.012531754440088297,-0.5364193173477234
202871_at,0.01254866424760111,0.5363203618469083
202469_s_at,0.012557634555410436,0.5362679150273626
208514_at,0.012563062890797953,-0.5362361929228655
214533_at,0.012577233383095125,-0.5361534395264871
219154_at,0.012586652814234841,-0.5360984763999426
204664_at,0.012630827514428887,-0.5358411896233396
213852_at,0.012660444324951536,0.535669130048001
202562_s_at,0.012662820588460608,0.5356553402543962
204578_at,0.012664103899937797,-0.5356478939515441
37986_at,0.01266760559728655,-0.5356275789942316
202766_s_at,0.012679548182466608,-0.5355583312546044
201669_s_at,0.012690376483337696,0.5354955935530529
220113_x_at,0.012704061517887834,0.5354163708507245
208791_at,0.012733100430440828,-0.5352485098834423
217814_at,0.01273463092692176,0.5352396720007724
205855_at,0.012738068424371978,-0.5352198254671622
215185_at,0.012768458031228063,-0.5350445719875294
218049_s_at,0.01277592850418931,0.5350015461115701
209190_s_at,0.012781064862260114,0.5349719761542073
205103_at,0.012783336360710947,-0.5349589024554875
206906_at,0.012796502100588105,-0.5348831662562021
214162_at,0.01282514728945101,-0.5347186178384982
201970_s_at,0.012832181993635321,0.5346782567769078
202413_s_at,0.01284944149414637,0.5345793131389658
201678_s_at,0.012873364851664428,-0.5344423583513005
214557_at,0.012878164345507552,-0.5344149091740255
209974_s_at,0.012923703634463574,0.5341549029952535
214951_at,0.012930277874450695,-0.5341174331971568
221486_at,0.012949813895333263,-0.5340061854687683
204435_at,0.012958896146397569,0.5339545162915409
205395_s_at,0.012966172296223676,0.5339131447641461
213493_at,0.012969443722532843,-0.5338945503026458
208095_s_at,0.012971831496331299,0.5338809810059346
213733_at,0.013000904410530258,-0.5337159385598922
218215_s_at,0.013010455732181906,-0.5336617871371228
205390_s_at,0.013010725646317988,-0.5336602573548754
37424_at,0.013033687788462754,-0.5335302164874456
204137_at,0.013040063058490692,0.5334941468888199
215540_at,0.013051896248040713,-0.5334272383952785
210053_at,0.013058061835418506,0.533392397141496
206697_s_at,0.013070605103058644,-0.5333215601892188
204249_s_at,0.013077613890689456,-0.5332820044106917
202249_s_at,0.013079816557665255,-0.5332695769319715
207471_at,0.013095679773687514,-0.5331801300766824
202356_s_at,0.01312174148200761,-0.5330333817294357
215529_x_at,0.013129032403637787,0.5329923732934205
211600_at,0.013146061852524985,-0.5328966666262596
218149_s_at,0.013179787515926557,-0.5327074433667134
204833_at,0.01319315688474828,-0.5326325487163202
220351_at,0.013199863908987832,-0.5325950010615036
204447_at,0.013201339133242609,-0.5325867445973047
203637_s_at,0.013214109105509386,-0.5325153076891946
206863_x_at,0.013227627164258312,-0.5324397511618957
207232_s_at,0.013244109684409595,-0.5323477160057971
218018_at,0.013254349832532432,-0.5322905870949612
215583_at,0.01326162491712319,-0.532250023295743
202021_x_at,0.013269180017806357,-0.5322079186482271
220625_s_at,0.013280880480281348,0.5321427529127775
216518_at,0.013282316014077583,-0.5321347611387556
204696_s_at,0.013315830523027315,-0.5319483949432309
217275_at,0.013320249575950406,-0.5319238520331833
204345_at,0.013334638224758865,0.5318439880766999
222365_at,0.01333486734372722,-0.5318427169607955
211156_at,0.013351324215975565,-0.5317514663698357
204161_s_at,0.01339327190641584,-0.5315193142496479
211762_s_at,0.013430281473677487,0.5313150146752699
205653_at,0.013448819930319912,-0.5312128625968726
219926_at,0.013451124846668607,-0.5312001704052225
202366_at,0.013457767154759789,-0.5311636045993176
209265_s_at,0.013484834154626877,0.5310147629135282
210986_s_at,0.01349047314922743,0.5309837866623204
220118_at,0.013522746057220083,-0.5308067202359005
220904_at,0.013523793308443803,-0.530800980600102
215264_at,0.013525906221118059,-0.5307894016019454
210262_at,0.013527808732443547,0.5307789769693576
204350_s_at,0.013533128648799178,-0.5307498337358068
221135_s_at,0.013553821598119433,-0.5306365693508457
209262_s_at,0.013554590781315838,0.5306323620625074
213508_at,0.013555044765729007,0.5306298789498105
204839_at,0.013588696404945646,-0.5304460185513371
202918_s_at,0.013597960358549181,0.5303954729948178
205453_at,0.013600767603277584,-0.5303801621331232
210267_at,0.013632993832221363,-0.5302045946540611
220273_at,0.013634910455318125,0.5301941642977952
205201_at,0.013652476310525288,-0.5300986292516998
221242_at,0.013660486201195336,-0.5300551014169633
209478_at,0.013684537372634675,-0.5299245339795822
203841_x_at,0.013686817479634825,-0.5299121662139665
AFFX-r2-Bs-dap-3_at,0.013700703248881436,-0.5298368855236057
204709_s_at,0.013703659253074587,0.5298208683046661
214625_s_at,0.013714141346063158,-0.5297640948348357
207888_at,0.013724844163519294,-0.5297061646870305
206355_at,0.013729560580402396,-0.5296806490099872
210441_at,0.013730263874887625,-0.5296768448587343
208333_at,0.01373471805562281,-0.529652755919841
217962_at,0.013737023953495945,-0.5296402879078755
204347_at,0.013747564267215531,-0.5295833194295168
202081_at,0.013765125184972244,-0.529488489932163
210163_at,0.013771530653022173,0.5294539263184015
209585_s_at,0.01377261001407419,0.5294481035078737
219614_s_at,0.013814800794209707,-0.5292208070814306
212726_at,0.013838305733851993,-0.5290944387333677
205102_at,0.013838840489526756,-0.5290915659209121
212822_at,0.013848458762190118,-0.5290399110994333
206187_at,0.01386283704602968,-0.5289627506686558
213887_s_at,0.013878371143495617,-0.5288794655512934
206090_s_at,0.013895087451525897,-0.5287899323154073
209588_at,0.013911622417411637,-0.5287014621739298
213101_s_at,0.013913483794738151,0.5286915086057291
219191_s_at,0.01395039674078113,-0.5284943575870258
221331_x_at,0.01395239645657427,-0.5284836900784206
213527_s_at,0.014026185850338845,-0.5280909833172654
212860_at,0.014054912584628106,-0.5279385839030735
205258_at,0.01406221329375825,-0.5278998956265404
202059_s_at,0.014074182100622992,-0.527836507581682
207261_at,0.014075512157231025,-0.5278294663481283
207771_at,0.014075899715828713,-0.5278274147464954
219106_s_at,0.014086086890707682,-0.5277735049009837
205888_s_at,0.014104882459493947,-0.5276741286269082
208835_s_at,0.01410635825393597,0.5276663306394738
221937_at,0.014108863960676026,0.527653092291505
220419_s_at,0.014131664307552347,-0.5275327252186971
205650_s_at,0.014135645710445031,-0.5275117239476981
211831_s_at,0.01414247443830908,-0.5274757154191125
210834_s_at,0.014143607091383044,-0.5274697442889519
202891_at,0.014167169105921366,-0.5273456237236706
203988_s_at,0.01418092928617756,0.5272732202093975
200834_s_at,0.014188315421070827,0.5272343808416837
210385_s_at,0.014212031778385313,-0.527109788693721
202030_at,0.01422486227837592,-0.5270424596682043
210504_at,0.014286945177105433,-0.5267174162208027
204583_x_at,0.014301555256090621,-0.5266411010542438
202485_s_at,0.014311242432129896,-0.526590537699839
220887_at,0.014311371203543661,-0.5265898657619932
201948_at,0.014328774549943767,0.5264991020818754
213718_at,0.014355501645224842,0.5263598979986982
200909_s_at,0.014409113379515094,-0.5260813446766206
214387_x_at,0.014412469436319889,-0.5260639373043957
211892_s_at,0.014412562114262464,-0.5260634566473712
205760_s_at,0.014439096417034026,-0.5259259513505432
214783_s_at,0.014439293110450828,-0.5259249328689506
216524_x_at,0.014453994785024753,0.525848841355268
202601_s_at,0.01446050845297037,-0.5258151499621315
203757_s_at,0.014487505412468507,0.5256756504420419
220248_x_at,0.014488559279954644,-0.5256702094318759
208487_at,0.01457604773502859,-0.5252197060455128
220714_at,0.014579802013221586,-0.5252004266167997
213908_at,0.014588524428254484,-0.5251556507906905
212242_at,0.014589393213941731,0.5251511922175243
219745_at,0.014598717898456744,-0.5251033527789135
211303_x_at,0.014606608045470123,-0.5250628937603354
218026_at,0.014633449668466707,-0.5249253970587753
211509_s_at,0.014634138400302242,-0.5249218718911789
212397_at,0.014639393416139236,-0.5248949796309343
204111_at,0.014643535326167974,-0.5248737895176706
211581_x_at,0.014646076067769133,-0.5248607935885915
204359_at,0.014662589911332551,-0.5247763725766149
208135_at,0.0146690580317918,-0.524743329095128
219909_at,0.01467236081106152,-0.5247264611553315
221056_x_at,0.01468739275720961,-0.5246497315594749
203375_s_at,0.014699632141651394,0.5245873066004124
208892_s_at,0.014717854200375378,-0.5244944512941057
219708_at,0.014733237542700044,-0.5244161388398898
203044_at,0.014775660510523455,0.5242005410123887
203641_s_at,0.014791723212805523,-0.5241190485254172
217358_at,0.01480063998497018,-0.5240738432379641
212010_s_at,0.014819333677853751,-0.5239791484172845
204462_s_at,0.014843665393566264,-0.5238560483170127
215245_x_at,0.014844437910159058,0.5238521428271851
219615_s_at,0.01486466762093584,0.5237499332288797
200879_s_at,0.014870630765632753,-0.5237198277072075
200643_at,0.014875635429516367,-0.5236945692308248
215595_x_at,0.01489203822735873,0.5236118360203593
211602_s_at,0.01490511982217923,-0.5235459109443217
210952_at,0.01491459281688689,-0.5234982027556168
217910_x_at,0.014925631132614891,-0.523442644308761
200958_s_at,0.01492666396705553,-0.5234374476282062
214889_at,0.014929177126212521,-0.5234248040302816
221911_at,0.014954438936604088,0.5232978150973511
209070_s_at,0.014958120732777882,-0.523279322523862
214320_x_at,0.014965895909970932,-0.5232402830421707
212363_x_at,0.014980945857656573,0.523164766463537
205086_s_at,0.014995263457374822,-0.5230929854977109
210379_s_at,0.014998533041831375,-0.5230766018246651
221627_at,0.015002445237187316,-0.523057002129949
219053_s_at,0.015006645173203414,0.5230359658043424
212143_s_at,0.015007436183047033,-0.5230320044232588
204779_s_at,0.015028539836339871,-0.5229263838539342
204891_s_at,0.015032687503379081,0.5229056404981844
203166_at,0.01505579863986896,0.5227901473988157
208822_s_at,0.015060648587329601,0.522765930262018
210759_s_at,0.015064154370204787,0.5227484291125202
202208_s_at,0.015098425451080406,0.5225775304015812
208039_at,0.015101826445659227,-0.5225605890538274
205826_at,0.015127459732195715,-0.5224330082062971
212921_at,0.015135553902861245,0.522392761099161
208683_at,0.015143476032827157,-0.5223533874592243
212936_at,0.01514946256154455,-0.5223236457313096
215126_at,0.015153082942656089,-0.5223056642141556
205738_s_at,0.015171622522211416,-0.5222136409931444
210115_at,0.0151726460904898,0.5222085632335893
215428_at,0.015218287980133883,-0.5219824415923051
218065_s_at,0.015235376927255566,0.5218979294150954
211475_s_at,0.015246123690360476,-0.5218448240276017
210429_at,0.015250508511688965,-0.5218231656238684
213240_s_at,0.01527746944338465,-0.5216901128910976
221387_at,0.01528794301167469,-0.5216384803653564
202971_s_at,0.015295613117534588,0.5216006877236272
203717_at,0.01534696783447256,-0.5213480706618587
205789_at,0.015348188144085645,-0.5213420767759837
202181_at,0.015354784655228267,0.5213096833297063
218230_at,0.01535792980366693,0.5212942427036464
207604_s_at,0.015389650715466906,0.5211386663360289
220608_s_at,0.015394333079998592,-0.5211157249899103
200078_s_at,0.015404181206229375,0.5210674935583308
207303_at,0.015405786915330262,-0.5210596320870611
220005_at,0.015421931673467695,-0.5209806274933046
204917_s_at,0.015424416988642303,-0.5209684719193075
216209_at,0.015452114226781777,-0.5208331202955225
215863_at,0.015460305844580195,0.5207931294497845
207296_at,0.01547875912541462,-0.5207031090030745
90265_at,0.01548468772589207,-0.5206742072580013
213656_s_at,0.015525820559459056,-0.5204739488648544
220798_x_at,0.01553972564480786,-0.5204063545596804
201811_x_at,0.01556043074740064,-0.5203058013324036
219803_at,0.015580548009485183,-0.5202082135919393
204593_s_at,0.01559888387314229,-0.5201193621067599
208667_s_at,0.015606341078291817,-0.5200832519726001
220566_at,0.015619813758996964,-0.5200180507913525
214666_x_at,0.015665808444462248,-0.5197958244811582
214833_at,0.01566661214704667,0.5197919463531864
215064_at,0.015670824448156914,-0.519771623432368
217365_at,0.01567792153058548,-0.519737393093473
207456_at,0.015696205064664518,-0.5196492703698057
200907_s_at,0.015699866944867358,0.5196316315493265
214885_at,0.01570369361255946,-0.519613202764972
203132_at,0.01570864095472264,0.5195893826919973
211552_s_at,0.015711122117392444,-0.5195774390254113
217947_at,0.01571297477364017,0.5195685218863971
209403_at,0.015741282526980125,0.5194323848434269
203573_s_at,0.015777215040773458,-0.5192598832019912
217850_at,0.01578160107129164,0.5192388503770444
206473_at,0.015781790547588374,-0.5192379418738352
209481_at,0.015787899013863432,-0.5192086579730086
213019_at,0.015829977872026682,0.5190071979766038
220877_at,0.015835164973454757,-0.5189823958372728
216035_x_at,0.015837080474270532,-0.5189732386388431
221546_at,0.015847049597941216,-0.5189255959161458
209348_s_at,0.015848405991674603,-0.5189191156727793
217617_at,0.01587538104357527,0.5187903402948921
201819_at,0.01590444293390976,-0.5186518138904987
203592_s_at,0.01590922927314102,-0.5186290202926885
201170_s_at,0.01591872941797853,0.518583796052593
206112_at,0.015922210765074836,-0.5185672293737588
205067_at,0.0159282796778657,-0.5185383567287296
207484_s_at,0.015944523477655438,-0.5184611241156627
208995_s_at,0.015978823169623523,0.5182982660486615
210968_s_at,0.015987691984709635,-0.5182562052185757
206230_at,0.015992412468067797,-0.5182338262871391
41329_at,0.01599980459119076,0.5181987930645866
215021_s_at,0.01602945672706191,-0.5180584040621201
38671_at,0.016044902961401007,-0.5179853621505491
213703_at,0.016072024554334565,0.5178572567198405
208631_s_at,0.01609547365152462,-0.5177466481860292
206109_at,0.016099181837268575,-0.5177291695483293
210815_s_at,0.01610120413654336,-0.5177196388481436
37796_at,0.016103447690361324,-0.5177090666275559
201235_s_at,0.01612265484861432,-0.517618609398163
217450_at,0.01612618736663966,-0.5176019829262563
216012_at,0.016132199273002308,-0.5175736939647823
221193_s_at,0.01619559186182528,0.517275953300523
206118_at,0.01620061484657817,-0.5172524045042693
219366_at,0.01622526935577412,-0.5171369103234007
206738_at,0.01624025651112326,-0.5170667769037486
AFFX-ThrX-3_at,0.016263862648663367,-0.5169564235472135
200080_s_at,0.01637138975066109,0.5164555004847673
209465_x_at,0.016374676038280144,0.5164402358197593
221974_at,0.016409605460951347,0.5162781532689373
205293_x_at,0.016441526870450078,-0.5161302888315852
200654_at,0.016448418617456818,0.5160983978016181
209193_at,0.016454483496850622,-0.516070342571099
212707_s_at,0.016455230419902805,-0.516066888033011
207968_s_at,0.016457079511473776,-0.5160583365193787
222007_s_at,0.016466678722079,-0.5160139562614199
209182_s_at,0.016466741745248856,-0.5160136649586492
218970_s_at,0.016469509334682643,-0.5160008736834678
213833_x_at,0.0164718718685903,-0.5159899559651335
219932_at,0.016482577918250068,-0.5159404981963247
201331_s_at,0.016520753472523735,-0.5157643672973172
218251_at,0.016557142486374615,-0.5155968054358893
200964_at,0.0165620245388978,0.5155743490338458
209211_at,0.016579832991659996,0.5154924823048461
179_at,0.01658747071250386,-0.5154573943902783
220916_at,0.016598845119470216,-0.5154051658450394
219287_at,0.016622143658148788,-0.5152982808316593
212004_at,0.01662562140290751,-0.5152823373172266
219776_s_at,0.016633593684659307,-0.5152457997141675
202946_s_at,0.01664220218757769,0.5152063632107613
206861_s_at,0.016651202979016507,-0.5151651483959772
206631_at,0.016652693921503876,-0.5151583231933675
211713_x_at,0.016676309329882677,0.5150502873193009
221318_at,0.01667782138203639,0.5150433744708274
202347_s_at,0.0166779305748924,0.5150428752803513
204797_s_at,0.016679710781825004,-0.5150347372117945
206930_at,0.01668930754850059,-0.5149908792834414
217399_s_at,0.01669073239522564,-0.5149843694832315
214178_s_at,0.01669615446172083,-0.5149596016761537
203305_at,0.016697460285768597,-0.5149536377545035
204491_at,0.016697861846630177,0.5149518038382475
208210_at,0.01671194377458936,-0.5148875161357185
209181_s_at,0.016739615939774907,0.5147613213701752
203871_at,0.016783553471431654,-0.514561319827618
211117_x_at,0.01679207689536533,-0.5145225738910066
205242_at,0.016796316268863666,0.5145033087820654
208093_s_at,0.016797870367277555,-0.5144962474971195
204309_at,0.016813593229711116,-0.514424839906504
212007_at,0.016818176205289057,0.5144040365127092
201549_x_at,0.01683094968009885,0.5143460799560726
204150_at,0.016840193119564317,-0.5143041637221413
208485_x_at,0.016864765387264072,-0.5141928321882909
219616_at,0.016883518493557816,-0.5141079600218169
204251_s_at,0.01690819934915011,0.5139963839958688
36936_at,0.016918218757690673,0.513951128789301
204822_at,0.016923785032305724,0.5139259972740412
212441_at,0.016940742401332424,-0.5138494792890217
207470_at,0.016959525885829017,-0.5137647982018219
212405_s_at,0.016963558486339535,0.5137466286745938
217798_at,0.01697617763716095,0.5136897951081815
220460_at,0.01697817285917231,-0.5136808124499554
202705_at,0.016986630566910244,0.5136427452322239
206607_at,0.016995920764912343,-0.5136009498854499
201196_s_at,0.017004090189840556,0.513564213009311
220250_at,0.017007863455727586,-0.5135472502415384
213108_at,0.01703025787402972,-0.5134466425132425
204601_at,0.01705820986833309,-0.5133212269882164
205037_at,0.017068134367867055,-0.5132767401532949
56256_at,0.017085792296875776,-0.5131976430870018
208895_s_at,0.017109527100123065,0.5130914361029687
214549_x_at,0.017113353543833407,-0.5130743256593551
218941_at,0.017124490450087952,-0.5130245442758365
209290_s_at,0.017131534804249633,-0.5129930707826822
213845_at,0.017137751044425727,-0.5129653064814045
216282_x_at,0.017189507056869748,-0.5127344789120255
203713_s_at,0.01721184029274047,0.5126350593728495
212188_at,0.017232116910844794,-0.5125448913486572
218819_at,0.01723292872613311,0.512541283193027
206271_at,0.017238355550040895,-0.5125171671492387
217526_at,0.01724838933852508,0.5124725956182696
204132_s_at,0.0172517183075396,-0.5124578127929611
214835_s_at,0.017296206531452578,-0.512260491075681
201550_x_at,0.017298052037744153,0.5122523150195772
208336_s_at,0.017306973488929983,-0.5122128013417961
219017_at,0.017347318281778237,0.5120343304043062
201407_s_at,0.017359172457592994,0.5119819597111178
221361_at,0.017377909723772393,-0.5118992429130728
206089_at,0.017386302162103313,-0.5118622188851678
202590_s_at,0.01738881353557993,-0.5118511427173212
203723_at,0.017398995918184394,-0.5118062484210755
210143_at,0.017400816695193694,-0.5117982229690763
211103_at,0.01743022264728993,-0.5116687101757925
221457_s_at,0.017435930464742087,-0.5116435930095606
212542_s_at,0.017437331687990932,0.5116374280296988
219545_at,0.01746371304464658,-0.511521437175501
215562_at,0.017476855649104672,-0.5114637094014349
204248_at,0.017479449501936223,-0.5114523205394014
220712_at,0.01750261249969553,-0.5113506829343886
217315_s_at,0.01751212986025867,-0.5113089549873672
203545_at,0.017516625289602142,-0.5112892520003378
202149_at,0.017523773186974397,-0.5112579324905802
206959_s_at,0.017532455202524853,-0.5112199058159391
205450_at,0.01755421878365565,-0.5111246539175514
216970_at,0.017558830094412056,-0.5111044848086944
204834_at,0.017567120321288,-0.5110682361947049
205317_s_at,0.017603171574802144,-0.51091077488262
211215_x_at,0.017607506411943693,-0.5108918602830401
64418_at,0.01761532376320675,0.5108577602336847
203533_s_at,0.017621835044381206,0.5108293673308288
46256_at,0.01762447112499205,-0.510817875082372
212400_at,0.017625612866969252,0.5108128980069139
218117_at,0.01765267683929456,0.5106950020551235
209263_x_at,0.017665162322465608,-0.5106406652809574
220342_x_at,0.017669034948962613,0.5106238183413545
219315_s_at,0.017671877520834017,-0.5106114544314171
213399_x_at,0.017688135045388863,0.5105407743770147
207390_s_at,0.017697114374127566,-0.5105017604512953
207254_at,0.01770596365283597,-0.5104633282383803
200811_at,0.017719934981677864,-0.5104026847171128
204334_at,0.017744912029805878,-0.5102943725659089
221863_at,0.017787656148022957,-0.5101093180824282
221127_s_at,0.01779973832713342,0.510057079401101
221704_s_at,0.017800576184457576,0.5100534579606145
204141_at,0.01780409598027433,-0.5100382460761959
220529_at,0.017808309536975993,0.510020039292373
216370_s_at,0.017841685577707905,-0.5098759521904066
206064_s_at,0.017860054798511615,-0.5097967496709597
207008_at,0.017888514660515432,-0.5096741776551297
214558_at,0.01790437272346106,-0.5096059523117458
221117_at,0.01790698222032525,-0.5095947305864459
205717_x_at,0.017921739698843482,-0.5095312948632613
211266_s_at,0.01792972571665335,-0.5094969853214745
208356_x_at,0.017931716192786183,-0.509488435881515
208672_s_at,0.017974025673093055,0.5093069021469738
219031_s_at,0.017979490257349916,0.5092834825238559
204379_s_at,0.017984651036803655,0.5092613705407568
205483_s_at,0.017997064688544544,0.5092082050942645
218019_s_at,0.01800847081320815,-0.5091593825040848
212207_at,0.01801700052077498,0.5091228894615609
216308_x_at,0.01802123728325029,-0.5091047686478063
214737_x_at,0.018031747551836272,0.5090598315951358
221935_s_at,0.01806647844816417,-0.5089114983678924
221584_s_at,0.018101406195323636,0.5087625715240277
204259_at,0.01810582191432779,0.5087437611391624
202307_s_at,0.01810844952319073,0.5087325697415581
216725_at,0.018133265072709594,-0.5086269452446478
201907_x_at,0.018134070090746458,-0.5086235208611496
200058_s_at,0.01813462765220671,0.5086211491843744
201962_s_at,0.018136241855904497,-0.508614283264508
212227_x_at,0.018148544551250367,-0.508561971735665
209006_s_at,0.01817486311656681,0.5084501665038049
208354_s_at,0.01820263890645802,-0.5083323216468283
214962_s_at,0.018219684364735502,-0.5082600790987708
222334_at,0.018223523819269682,-0.5082438146319924
218676_s_at,0.018248360062295712,-0.5081386759411091
221458_at,0.018264986888283572,-0.508068358711411
202521_at,0.018271829742352877,0.5080394352845531
217812_at,0.018327680518242396,0.5078037123375078
214647_s_at,0.01832977999145,-0.5077948633809752
217679_x_at,0.018347376552706338,0.507720730815984
218845_at,0.01835074378080812,-0.5077065519852882
214707_x_at,0.01835278085567878,0.5076979752916042
220415_at,0.018363490946002523,-0.5076528960683091
201015_s_at,0.01837756096052251,0.5075937091147757
201895_at,0.018384905135795278,-0.5075628305607337
207878_at,0.018408575770959133,-0.5074633795756167
204591_at,0.018410077426026975,-0.5074570741555079
207702_s_at,0.01843109153818008,-0.5073688826550697
211583_x_at,0.01843891898995585,-0.5073360546902731
218204_s_at,0.018465283895054384,-0.5072255695563652
202341_s_at,0.018472938199951976,0.5071935187147629
205315_s_at,0.01849292916412078,-0.5071098644230911
205889_s_at,0.018501721728495357,-0.5070730956174649
209267_s_at,0.018516101480818746,0.5070129946184667
211885_x_at,0.018519454845099776,-0.5069989848077905
210234_at,0.018523904510855553,-0.5069803981928345
203395_s_at,0.018525073169330022,0.5069755172476962
209646_x_at,0.018542009819846977,-0.5069048103901503
216081_at,0.018566410875567894,-0.5068030387649543
201230_s_at,0.018584576003806225,-0.5067273504678604
214077_x_at,0.01858645529427213,-0.5067195236924686
205499_at,0.01863796657287961,-0.5065052563733339
210383_at,0.018673126879049075,-0.5063592948499874
206296_x_at,0.018691770356920687,-0.5062819956560614
205996_s_at,0.0186968519337992,0.5062609380163929
217892_s_at,0.01869880737660346,-0.5062528361310361
