gene,p_value,fold_change
211986_at,0.0009139846704788339,-0.702445238006994
215497_s_at,0.0009160564921221724,-0.7023198024029471
211896_s_at,0.0009177908065086751,-0.7022149990361396
221365_at,0.000919487412040057,-0.7021126486019862
219543_at,0.0009195542636438104,-0.702108619192106
217197_x_at,0.0009244552279528684,-0.7018139422851453
209552_at,0.0009285327970466757,-0.7015698542866984
203706_s_at,0.0009290935292470824,0.7015363645121646
37966_at,0.0009301631328107644,-0.7014725333140956
216605_s_at,0.0009319676191225175,-0.7013649973950354
220546_at,0.0009360412894148268,-0.7011229273036044
217359_s_at,0.000937854570733557,-0.7010154846118908
208058_s_at,0.0009398392029184563,-0.7008981052144687
208698_s_at,0.0009462604554281886,0.7005198644127628
221016_s_at,0.0009469305029382064,-0.7004805302094617
209351_at,0.0009476017462339333,0.7004411511843833
219124_at,0.0009482913828848642,-0.7004007195133544
208970_s_at,0.000950075642255988,-0.7002962368245125
208696_at,0.0009525705469761903,0.7001504389990608
214126_at,0.0009531566571772677,-0.7001162381370345
202920_at,0.0009610076239418621,-0.6996599509948584
209554_at,0.0009630558694686594,-0.6995414675031216
202783_at,0.0009644259118690976,-0.6994623434131846
206491_s_at,0.0009662156002746542,-0.6993591373287122
212591_at,0.0009709986302415551,0.6990841647164023
221950_at,0.0009712144622825013,-0.6990717857678481
222209_s_at,0.0009717125251209528,-0.6990432291440998
213943_at,0.0009744425677566284,-0.6988869371170907
202525_at,0.0009918252496111425,0.6979010347755509
221191_at,0.0009935792261848429,0.697802427934642
219134_at,0.001000108226010179,-0.6974367594552209
220431_at,0.001001845758974732,-0.6973398113890074
215887_at,0.0010027558704499477,-0.697289091432514
209875_s_at,0.0010034648979072233,0.6972496067545666
201161_s_at,0.0010137153103786784,-0.6966815920252001
207583_at,0.0010185864539787068,-0.6964134908511376
59375_at,0.0010228683286131488,-0.6961787828232304
208475_at,0.0010242832078764784,-0.696101423429776
201989_s_at,0.0010310379255889996,-0.6957334382455739
213156_at,0.001032293008771328,-0.6956653049586004
201378_s_at,0.0010379112186622073,0.6953612351589559
211930_at,0.001044907225029399,0.694984679754437
221760_at,0.0010473806022276968,-0.6948520997848522
201711_x_at,0.0010510723219930046,0.6946547413962751
218088_s_at,0.001053125566917304,-0.6945452478172911
218888_s_at,0.0010531415131487614,0.694544398210361
218546_at,0.0010551396395877361,-0.6944380314403507
203981_s_at,0.0010567682548906613,-0.6943514702205696
37022_at,0.0010579426978961672,-0.6942891235206787
200653_s_at,0.0010580259535265093,-0.6942847061837003
202246_s_at,0.001058660890112551,0.6942510284082233
203192_at,0.001066312787194659,-0.6938465994076795
219667_s_at,0.0010692325687237908,-0.6936929735197898
218095_s_at,0.0010725344318109878,0.6935197026347912
207933_at,0.0010766789137146011,-0.6933028983316816
206802_at,0.0010872936835030576,-0.6927510606542073
217637_at,0.0010906832921146242,-0.6925758730495788
219481_at,0.001093112310127578,0.6924506361865727
208848_at,0.0010932013253263954,-0.6924460514859718
204236_at,0.0010968327062798747,-0.6922593067143186
218507_at,0.0010990978194465337,-0.6921431067553909
208983_s_at,0.0011030617215994204,-0.6919402814028228
210713_at,0.0011044541835405464,-0.6918691888185361
216264_s_at,0.0011054612729761723,-0.6918178222462905
217675_at,0.0011163883909522136,-0.6912631996973181
203780_at,0.001118498013043861,0.6911566905545148
203477_at,0.0011208682804829408,-0.6910372394769843
201818_at,0.0011233838856339882,0.6909107145921896
201828_x_at,0.0011242827606774096,-0.6908655671356798
202719_s_at,0.001127376057000323,0.6907104513140593
213911_s_at,0.0011301300726131052,0.6905726737617871
219727_at,0.0011326786035050801,-0.6904454474148845
218604_at,0.0011541095012264015,0.6893857470758559
204790_at,0.0011560379501726861,-0.6892912683267427
209291_at,0.001156059448118656,-0.6892902159037197
214096_s_at,0.0011566435637110264,0.6892616275621727
201219_at,0.0011612940665481684,0.6890344844645047
201458_s_at,0.001165474805384356,0.6888309893775653
203897_at,0.00117063281491022,-0.6885808369501767
201273_s_at,0.0011713277064152154,0.6885472126755341
215278_at,0.001174515013292413,-0.6883932174161553
218684_at,0.0011801571868669276,0.6881215421749242
204667_at,0.0011821934133068636,0.6880237855351103
218974_at,0.0011832704769368168,-0.6879721388366314
208864_s_at,0.0011834617667837565,0.6879629706828929
221580_s_at,0.0011874461331041314,0.6877723126767867
205892_s_at,0.0011875348352277896,-0.6877680747527583
211936_at,0.0011911885284157239,0.6875937611904097
203179_at,0.0011952726518458406,-0.6873994854690677
210511_s_at,0.0012019900606201474,0.687081254119533
214047_s_at,0.0012078280311838359,0.6868059929077449
202217_at,0.0012235697491500786,-0.6860697381595818
218002_s_at,0.0012315920188419123,-0.6856978276253891
218392_x_at,0.0012319245640931083,0.6856824583738695
210835_s_at,0.0012324361371861972,0.6856588223322557
217152_at,0.0012363470699697412,0.6854784202229265
215897_at,0.001242894717072523,-0.6851775478335966
210340_s_at,0.001245549109561515,-0.685055984499813
206880_at,0.0012470404566736703,-0.6849877882289896
206882_at,0.0012566838230660521,-0.6845485932782323
218807_at,0.001259412726982703,0.684424863471987
204610_s_at,0.0012618421554608272,-0.6843149163594271
202314_at,0.001264151391059726,0.6842105864889712
217913_at,0.0012655635651580152,-0.6841468704147529
219371_s_at,0.001266291404345968,-0.6841140561053469
201337_s_at,0.001266669805267606,-0.684097002820978
202503_s_at,0.0012669267561758336,0.6840854255215464
200729_s_at,0.0012779853640425879,0.6835891697077144
203197_s_at,0.0012870891655429907,-0.6831835484698559
209007_s_at,0.001289359225901842,0.6830828107027112
204183_s_at,0.0012993319181397955,-0.6826421511049827
201125_s_at,0.0013073175415536146,-0.6822914976694268
209191_at,0.0013147199869021694,-0.6819681811350767
203167_at,0.0013153466807628792,-0.6819408848234065
208170_s_at,0.0013236353526293035,-0.681580967232523
219678_x_at,0.0013309414275761643,0.6812654060484982
211687_x_at,0.0013333577665885458,-0.6811613857586716
202884_s_at,0.0013344995239677165,-0.681112293970095
219495_s_at,0.0013366480282361738,0.6810200184762727
215743_at,0.0013458524419742459,-0.6806262154132323
213049_at,0.0013530661695950463,0.6803192837767831
214436_at,0.0013530930008134512,0.6803181449242879
215119_at,0.0013571335027659024,-0.6801468786320661
207376_at,0.0013623658831834402,-0.6799257767106084
209524_at,0.0013625899066708085,0.6799163274489128
211872_s_at,0.001366454269549588,-0.679753550547993
218756_s_at,0.0013834450546527863,-0.6790427649583926
212153_at,0.0013859042754452897,0.6789405425469341
209694_at,0.0013895809836931784,0.6787880187764712
215597_x_at,0.0013953663830244473,0.6785487568068288
211803_at,0.0013971732722578474,-0.6784742148450322
208699_x_at,0.0013988643774711278,-0.678404528503563
218899_s_at,0.0013998793557399567,-0.6783627403316774
212136_at,0.00140445159553798,-0.6781748338505698
213027_at,0.0014044951343864427,-0.6781730471872736
212717_at,0.0014112634661370303,-0.6778959093695819
215722_s_at,0.0014121704693739606,0.6778588624584738
204123_at,0.0014165182322606721,0.6776815749015228
211792_s_at,0.0014181531462590022,-0.6776150358784095
204204_at,0.0014189083615071042,-0.677584322975044
206225_at,0.0014205315378870622,-0.677518362097401
213182_x_at,0.001421954115455135,-0.6774606090132939
215240_at,0.0014220319735676178,-0.677457449678869
37549_g_at,0.00142248893181821,-0.6774389103361467
206082_at,0.0014263626663482277,0.6772819644902914
204993_at,0.00142906699260865,-0.6771726262036213
202552_s_at,0.001431486165794899,-0.6770749754960772
208061_at,0.001432823411811306,-0.6770210612158014
204304_s_at,0.0014331247019547433,0.6770089202680485
219076_s_at,0.0014332771541879698,-0.6770027778520613
210311_at,0.0014334379094960007,-0.6769963015394176
219717_at,0.0014405321443542068,-0.6767111503045751
203744_at,0.0014481931754379922,0.6764046406577466
218846_at,0.0014509995336746148,0.6762927284086342
40189_at,0.0014602353188093485,0.675925800810867
218905_at,0.0014727203877683028,0.6754331068744197
205726_at,0.001474051669618916,-0.6753807941652374
209302_at,0.0014757519304676857,0.6753140445571075
211178_s_at,0.0014766918662375249,-0.6752771739944577
201814_at,0.0014780475542043202,-0.6752240322345289
202926_at,0.0014831799535204918,-0.6750232454596901
216082_at,0.0014915638956529082,-0.6746966018454945
203921_at,0.0014922156772589907,-0.674671277665946
212705_x_at,0.0014934621808587911,-0.6746228741446846
201791_s_at,0.0014936111804593453,0.6746170907223412
218947_s_at,0.0014940276499563773,0.6746009282186944
222329_x_at,0.0015008036370681081,-0.6743385341837622
40687_at,0.0015102219563650342,-0.6739755926011488
208246_x_at,0.0015208951769738036,0.6735667589849685
205331_s_at,0.001522209590873601,-0.6735165904647139
218331_s_at,0.001524089410250401,0.6734449096043433
200862_at,0.0015337119344478382,0.6730792331447268
217377_x_at,0.0015348075279146215,-0.6730377299144018
204813_at,0.001538143300749944,-0.6729115290621676
208250_s_at,0.0015482346372899173,-0.672531249140432
204396_s_at,0.001548409496613359,-0.6725246795539822
201707_at,0.0015494900001826778,-0.6724840991571811
211000_s_at,0.0015501237278810417,-0.6724603101938001
203755_at,0.0015544184745145302,0.6722993247156293
212276_at,0.0015574256971080474,-0.672186840373797
208707_at,0.0015606615847363525,-0.6720660220171635
201287_s_at,0.0015640272544866695,0.6719405980513611
221310_at,0.0015715116327920115,-0.6716625599910525
205668_at,0.0015738380774369656,0.6715763785042468
209019_s_at,0.0015924717349049499,-0.6708902333448303
202243_s_at,0.0016013616194750723,0.6705654356924774
209969_s_at,0.0016062427492886443,0.6703877929256371
206515_at,0.001612065843892727,-0.6701765056160822
203860_at,0.0016150567031251806,-0.6700682521653276
218377_s_at,0.001617863495418291,-0.669966825642709
213176_s_at,0.00161881738318254,-0.6699323920641532
214039_s_at,0.0016210674962255822,0.6698512397441401
201218_at,0.0016254913748997707,0.66969198501565
221231_s_at,0.0016263059865868018,-0.6696627026077677
209274_s_at,0.0016334360306915804,-0.6694069669450794
200795_at,0.0016346938367782788,-0.6693619574991725
200821_at,0.001634805248569877,0.6693579722384984
218075_at,0.0016361574755988217,-0.6693096218942778
218805_at,0.0016408414442633844,-0.6691424202053085
203430_at,0.001642216735332037,-0.6690934089138614
202909_at,0.00164240870933833,0.6690865704800842
209043_at,0.0016443824995301627,0.6690163026417397
219902_at,0.0016507732085747292,-0.6687893121148347
214952_at,0.0016546118677592022,-0.6686533488088675
220296_at,0.0016586153327141154,0.6685118514304595
216871_at,0.001659848060334146,-0.6684683443714057
207655_s_at,0.0016610878409343045,0.6684246178216655
219059_s_at,0.0016773440111176748,-0.6678539807396326
219440_at,0.0016805789624163767,-0.6677410212228736
203223_at,0.0016919048634023057,-0.6673470797037772
209853_s_at,0.001692974180225902,-0.6673100095058948
216682_s_at,0.0016933317273614588,0.6672976190729987
212762_s_at,0.0017111713059937612,-0.6666823868785738
209586_s_at,0.0017121943139404869,0.6666472823622438
220624_s_at,0.0017152352662636655,-0.6665430438084783
208792_s_at,0.0017184002393481799,-0.6664347311244757
218072_at,0.001735949495331248,-0.6658374037756428
202762_at,0.0017400450788101526,-0.665698786622167
200649_at,0.0017404618356686092,-0.6656846977870836
201743_at,0.00174370359986316,-0.6655752109499291
204738_s_at,0.0017491320316474382,-0.6653922827942784
212158_at,0.0017528230869028908,-0.6652681935372284
212387_at,0.001753158536536908,-0.6652569277829143
205378_s_at,0.0017609688774073225,-0.664995173566596
203835_at,0.0017617124482429904,-0.664970308348658
217734_s_at,0.0017621850729344442,0.6649545085702546
204556_s_at,0.0017735429890329162,-0.6645759609025643
208456_s_at,0.0017736605977455321,-0.6645720525850184
204457_s_at,0.0017736698748484951,-0.66457174430264
204865_at,0.0017756344453314144,-0.6645064934922262
219075_at,0.0017792411092260056,0.6643868719985064
221806_s_at,0.0017906791823441527,0.6640089500504658
212026_s_at,0.0017915396806259575,-0.6639806067815821
204303_s_at,0.001792038553545912,-0.6639641804289188
222258_s_at,0.0017976053988471563,0.6637811607517738
213723_s_at,0.0018008832087520821,-0.6636736361951039
201961_s_at,0.0018083488244367164,-0.6634293935018452
211598_x_at,0.0018179979826655048,-0.6631150592486436
200904_at,0.0018269655496047626,-0.6628242755226798
210948_s_at,0.0018271741577134423,-0.6628175265040925
221069_s_at,0.001839605296217961,-0.6624165963594033
209721_s_at,0.001842619745175297,-0.6623197424052019
211385_x_at,0.001845825154962457,-0.6622169095919594
214636_at,0.0018471377315680138,-0.6621748472828206
206865_at,0.0018492744126340826,-0.6621064336886836
218450_at,0.0018519800820808862,-0.6620199041177677
218239_s_at,0.0018526739783759634,0.6619977311088406
214569_at,0.001853154320293187,-0.6619823864800412
219918_s_at,0.0018657353668385221,0.6615817544196857
211905_s_at,0.0018669705323663642,-0.6615425531665482
210051_at,0.001870250074313419,-0.6614385816123081
212991_at,0.0018753144311811876,-0.6612783485417367
209159_s_at,0.001892346465772776,0.660742314136849
209311_at,0.001892727022322403,-0.6607303869847949
204688_at,0.0018974034064308872,-0.6605839991475431
201662_s_at,0.0018997599112930664,0.6605103552207783
219525_at,0.001906565068115438,-0.6602981464773539
205421_at,0.0019099915532818025,-0.6601915550270352
204167_at,0.0019188257641909203,-0.6599175328016371
200037_s_at,0.0019215674245387246,0.6598327224402584
206481_s_at,0.0019295366793035398,-0.6595868200054955
212558_at,0.0019302327190629897,-0.6595653862359196
209075_s_at,0.001931300171202,-0.6595325287700501
221706_s_at,0.0019346137863713267,-0.6594306358950053
202160_at,0.001947936054339534,0.6590225608848735
218854_at,0.0019523837835962983,-0.6588868823932235
206813_at,0.0019525951784103719,-0.6588804407089242
215000_s_at,0.001958702038849299,-0.6586946215566547
201990_s_at,0.0019598158938142806,-0.6586607855765422
215867_x_at,0.001967659718917602,0.658423000489716
204485_s_at,0.0019733246348653034,0.658251799686445
204510_at,0.001975309851533643,0.6581919087805728
219468_s_at,0.00197811854480559,-0.6581072674721071
220228_at,0.0019796678136172244,-0.6580606258614028
215350_at,0.0019827936163617946,-0.657966621869984
208092_s_at,0.001990226933857065,-0.65774361095834
214325_at,0.0019921793786928156,-0.6576851591105739
202908_at,0.0019989411737009037,-0.6574831242549879
207025_at,0.0020003261683558767,-0.6574418181757139
205133_s_at,0.002001257389286637,0.6574140599312671
213085_s_at,0.002013084795835178,0.6570625124117153
219760_at,0.002016850778300755,-0.6569509662487423
214030_at,0.002020033591570685,-0.6568568394502007
218445_at,0.00202722536026224,0.656644645116194
201461_s_at,0.002035925247001111,-0.6563888581471683
212259_s_at,0.002040947666087714,-0.6562416410802324
203253_s_at,0.002047354472899547,0.6560543178587757
215495_s_at,0.002053466261317406,-0.6558761119554246
213519_s_at,0.0020610131332220666,-0.6556567203567906
205034_at,0.002079834268573679,0.6551127165493048
210663_s_at,0.002082544236088649,0.6550347534690797
219540_at,0.0020832603951257984,0.6550141655478063
209652_s_at,0.002084009352104743,-0.6549926415791485
217844_at,0.0020852432855858146,-0.6549571952585975
201629_s_at,0.0020866404675883646,0.6549170822133228
213058_at,0.002089114742681146,-0.6548461051774164
209127_s_at,0.002089676425352208,0.6548300032972856
202922_at,0.002089753863789264,-0.6548277836584045
213273_at,0.002098301653312366,-0.6545832302426084
204641_at,0.002106029389443117,0.6543629096365519
214012_at,0.002107060382137614,-0.6543335707180393
40465_at,0.002131919752932312,0.6536300335302745
210896_s_at,0.0021393356721274683,-0.6534215882963624
201865_x_at,0.002142275522249104,-0.6533391355749201
33323_r_at,0.002145914540182126,0.6532372145665328
203508_at,0.0021485628120998237,-0.653163139984785
215660_s_at,0.0021519530385561087,-0.6530684321302876
206226_at,0.0021576729961264164,-0.652908946012159
209374_s_at,0.0021688750703982716,0.6525977048360463
212814_at,0.0021693443147211256,-0.6525846988397828
202075_s_at,0.002171212284741318,-0.6525329496008614
209028_s_at,0.0021811460290366634,0.6522584218626631
220657_at,0.0021827182586437142,-0.6522150751106737
221919_at,0.0021838464039794117,0.6521839891835883
217586_x_at,0.0021877721178582827,0.6520759290858645
210640_s_at,0.002188724622447266,-0.6520497365371881
206823_at,0.002189393035664615,-0.6520313622302352
203826_s_at,0.0021947390262589666,-0.6518845853265849
215915_at,0.0021971526647411024,-0.651818423054108
213666_at,0.0022052665254931373,-0.6515964857199157
204461_x_at,0.002212388774237347,0.6514022766246782
208611_s_at,0.0022237801472589124,-0.6510928237030125
221565_s_at,0.0022279083669058852,-0.650981030390907
218181_s_at,0.0022523630045867176,-0.6503225893234594
203543_s_at,0.002253121113520599,-0.6503022802129066
221874_at,0.002255339481674953,0.6502428872618928
211271_x_at,0.002262260917180612,0.6500579150620774
200736_s_at,0.002264636545417575,-0.6499945448302562
213797_at,0.0022662234696926007,0.6499522467000494
204508_s_at,0.002267213845799057,0.649925862560132
207856_s_at,0.0022689830147096775,0.6498787567625308
220618_s_at,0.0022700934254330303,-0.6498492078994171
201495_x_at,0.0022782449447195222,-0.6496326870404661
210261_at,0.002283828064285866,-0.6494847898191078
201029_s_at,0.002297541216732551,-0.6491229031903805
204072_s_at,0.0023033088964526894,-0.6489712756723085
212951_at,0.002306015501700448,-0.6489002389541902
203434_s_at,0.002313501153510752,-0.6487041626251268
220763_at,0.002315017700653476,-0.6486645082808085
202780_at,0.002317111335983927,-0.648609802730017
207765_s_at,0.002321617839125987,-0.6484922009117051
219105_x_at,0.002322434814123127,0.6484709030957989
214761_at,0.002340496599805212,-0.6480017608983719
221014_s_at,0.002345994949556676,-0.6478595914256129
208157_at,0.0023564672937892157,-0.6475896373333196
216665_s_at,0.002366584449173169,-0.6473298616482557
212518_at,0.0023748545750829123,-0.6471182522508534
205762_s_at,0.002377864997615673,0.6470413883896824
218309_at,0.0023792685448023824,0.6470055821013276
212586_at,0.0023959195552897125,-0.6465822360306157
210318_at,0.0024069421771631717,-0.6463034421631572
36829_at,0.002419708624544779,-0.645981972519315
203603_s_at,0.0024216527510450975,-0.6459331516180244
215537_x_at,0.002424046832788751,-0.645873079814069
215920_s_at,0.002425392560405301,-0.6458393364999553
207169_x_at,0.002426871301532578,0.6458022773486447
209687_at,0.002436963834006149,-0.6455498860476522
212372_at,0.002446706834579068,-0.6453071252407212
211427_s_at,0.0024518206574971513,-0.6451800544351851
41660_at,0.0024571255460785085,0.6450484873457314
208331_at,0.002457142789541156,-0.6450480601051513
209600_s_at,0.0024729541816954554,-0.6446574310225635
210888_s_at,0.0024735621408064814,-0.6446424559061236
47069_at,0.0024741792572884514,-0.6446272586087958
217322_x_at,0.002474951196602141,0.644608253391074
218730_s_at,0.002480385893251057,-0.6444746011834142
203221_at,0.002505892880996622,-0.6438508167734746
203148_s_at,0.0025115365369751835,0.6437135696706591
204073_s_at,0.002520525739942071,-0.6434955337388418
209821_at,0.0025347315759784712,-0.6431523865920112
214538_x_at,0.002566975370770826,-0.642379890388751
203329_at,0.0025769314851315514,-0.6421431223625211
202620_s_at,0.002587672211026586,-0.641888614577518
203914_x_at,0.0025990876687597138,-0.6416191562198743
219010_at,0.0026017955721283547,0.6415553929342556
217014_s_at,0.002605678007922731,0.6414640766758544
200940_s_at,0.002613463658734827,-0.641281322899275
215380_s_at,0.002614912719894374,0.6412473628216165
214489_at,0.0026232622086821682,-0.6410520133651502
216610_at,0.0026299056884424555,-0.6408969769931396
221245_s_at,0.0026653638016023093,-0.6400754018102297
203438_at,0.0026674155501202716,0.6400281629887756
213615_at,0.0026707312445256974,-0.63995189235121
216565_x_at,0.0026742748119261673,-0.6398704738470395
214594_x_at,0.0026761164138736316,0.6398281986450642
200681_at,0.0026773436014977158,0.6398000422260969
205620_at,0.0026914757834333603,-0.6394766273243329
40524_at,0.002692061524087269,-0.6394632555671311
202597_at,0.0026943222854268053,0.6394116695657992
208070_s_at,0.0026972781072195995,-0.639344282243933
209775_x_at,0.002697672385513858,-0.6393352984303613
201014_s_at,0.002697741332074673,0.6393337275720583
219499_at,0.0026984386442861336,0.639317842238453
212130_x_at,0.0026992056978517023,-0.6393003723942627
206640_x_at,0.0026992833224962027,-0.6392986047210298
206076_at,0.002702880155841131,-0.6392167473867967
213062_at,0.0027125408880500925,-0.638997369640913
202854_at,0.0027129613836253084,0.6389878368760289
202404_s_at,0.002716785050652296,0.638901213940063
205141_at,0.002716957877240254,-0.6388973012391687
209218_at,0.0027264741783677667,0.6386822011888993
213306_at,0.002735086769405304,-0.6384881078262173
209793_at,0.002745241691568156,-0.6382599595839551
201275_at,0.0027489131094353384,0.6381776610004435
219815_at,0.0027618144992094286,0.6378892429996105
215697_at,0.002765088833944749,-0.6378162356530802
218671_s_at,0.0027651730709870545,0.637814358455782
202808_at,0.002768078254014166,-0.637749648688086
200920_s_at,0.002770706107306344,-0.6376911685831717
51226_at,0.002771540476585838,-0.6376726109791453
211618_s_at,0.0027766661876486324,-0.6375587174176565
216621_at,0.0027794422272760986,-0.637497112368822
210746_s_at,0.002780644763829766,-0.6374704431619872
205471_s_at,0.0027831321904417967,0.6374153111670126
219331_s_at,0.0027880987262384263,-0.6373053636008348
215629_s_at,0.0027960103096051677,0.6371305817376176
212522_at,0.0028027016793344163,-0.6369831025384777
212539_at,0.0028110800454345186,0.6367988861165472
221634_at,0.0028142112058880766,-0.6367301671697245
220871_at,0.002818249418009675,-0.6366416424966829
212417_at,0.00281989925495611,0.6366055079077418
207005_s_at,0.0028301088899195925,-0.6363823180367578
213158_at,0.002845062029648885,-0.6360567312155776
213731_s_at,0.002845332325815445,-0.6360508599678762
219806_s_at,0.002846621622737994,0.6360228613384862
212626_x_at,0.0028618359686627104,0.6356933193677932
218453_s_at,0.0028695108192527165,-0.6355276780114967
219509_at,0.002875359837067409,-0.6354017088696924
205796_at,0.0028827662092448855,-0.6352425284489038
215292_s_at,0.0028898107103202206,-0.6350914652698985
219826_at,0.0028901356917021797,-0.6350845042953188
204148_s_at,0.0028920247464302223,-0.6350440553649712
209859_at,0.0029048104376973006,0.6347709057012646
218279_s_at,0.0029159211599848267,0.6345344132003252
201498_at,0.002919880491294728,0.6344503336920304
204753_s_at,0.002925802492104462,-0.6343247658545793
221854_at,0.0029510271960823957,-0.6337924491207572
214143_x_at,0.0029535418123871468,0.6337396069037571
211830_s_at,0.0029551119023422563,-0.6337066334282766
203453_at,0.0029604811301202406,0.6335939927169035
207705_s_at,0.0029624283096169788,-0.6335531881757969
217684_at,0.0029630641566269593,-0.6335398687508254
209998_at,0.0029646546563303817,-0.6335065629198336
215848_at,0.002966381122600217,-0.6334704279985949
218903_s_at,0.0029692154869678114,-0.6334111456201648
204023_at,0.0029755091958054117,0.6332796901106135
206737_at,0.0029817349091006574,-0.6331498996633241
211626_x_at,0.0029874861326145506,-0.6330302166788175
34260_at,0.0029925326013435136,-0.6329253695361665
213228_at,0.0029958864536468333,-0.6328557763411086
215349_at,0.002996804486065142,-0.6328367391267993
221695_s_at,0.003011774049385749,-0.6325270504932416
212226_s_at,0.003021541344116962,-0.6323257282530408
207865_s_at,0.0030230041550714302,-0.6322956271801355
206280_at,0.0030354486565591604,-0.6320400760180456
216836_s_at,0.0030399577221691724,0.6319477126982753
220272_at,0.003047361704894603,-0.6317963159430828
219731_at,0.0030587177328990894,-0.631564746580555
213821_s_at,0.003060836118010608,-0.6315216342135976
220206_at,0.0030653700893684237,0.6314294507031932
213491_x_at,0.0030698743162935332,0.6313379927658505
202207_at,0.003072325959756313,0.6312882628470031
203291_at,0.0030737596954510064,-0.6312591969583774
217383_at,0.003084920770572659,-0.6310333444819115
213503_x_at,0.0030903545694397367,-0.6309236522985224
216440_at,0.0030922574465563003,-0.6308852797117805
209090_s_at,0.0030926805227153224,-0.6308767510161404
222139_at,0.0030934227424971633,-0.6308617913005978
216679_at,0.003097133872652369,0.6307870402644458
217592_at,0.0030999221424110567,-0.6307309305856117
215590_x_at,0.0031085480006411755,-0.6305576339931065
218486_at,0.003117454282710968,-0.6303791547342423
217969_at,0.00312062899125181,-0.6303156448591711
202076_at,0.0031212086562626457,0.6303040549366116
222182_s_at,0.0031290151492541353,0.6301481579852531
203241_at,0.003131255382811711,-0.6301034844467763
210764_s_at,0.003148308967564687,-0.6297643457461433
38487_at,0.0031499858490329127,-0.6297310870406315
219999_at,0.003154357012641555,-0.6296444652836743
204445_s_at,0.0031749056948001337,-0.6292386936529935
215113_s_at,0.003180448973696004,-0.6291296339798735
202407_s_at,0.0031813201855246096,-0.6291125090403585
218918_at,0.0031824333883172917,-0.6290906335218809
218398_at,0.0031841170499720423,0.6290575609389075
204690_at,0.003199900386449467,-0.628748283651642
209868_s_at,0.0032048759801397097,-0.6286510689900313
212701_at,0.003208966544128312,-0.6285712474111176
202156_s_at,0.003216076745945815,-0.6284327182830636
201447_at,0.0032162173226613767,0.628429982169501
211587_x_at,0.0032208982165938035,-0.6283389366827346
201160_s_at,0.0032408883775639687,-0.6279514465930369
214460_at,0.003258974671001719,-0.6276026993139221
206892_at,0.003261059030448756,-0.627562619184179
202587_s_at,0.0032616765599002896,-0.6275507491162837
202245_at,0.00326612674087906,-0.6274652677346413
203070_at,0.003266249685252416,-0.6274629076347389
201849_at,0.003269119415003282,-0.6274078414722521
203061_s_at,0.0032711775254910245,-0.6273683757857125
204318_s_at,0.0032770955451469574,0.6272550173137835
219561_at,0.0032789433133645954,-0.6272196611981883
221553_at,0.0032799159026107153,0.627201058350692
220902_at,0.003283612555248559,-0.6271303969586315
36499_at,0.0032894434860383766,0.6270190834153677
205157_s_at,0.0033029708048007444,0.6267615225183869
211776_s_at,0.0033205508746843738,-0.6264282031017376
205995_x_at,0.0033359565607286846,-0.6261374051068052
AFFX-r2-Bs-phe-3_at,0.0033380786372614627,-0.6260974429009492
207554_x_at,0.0033389339336471753,-0.6260813426805164
203524_s_at,0.003342798059705393,-0.6260086497612212
207083_s_at,0.003344543572092676,-0.6259758373743989
201691_s_at,0.0033479713408336377,0.6259114462336572
204085_s_at,0.0033540417255723642,-0.6257975576631389
218648_at,0.003379751797653923,-0.6253172363207284
220917_s_at,0.003405370546024638,-0.6248418595228695
219972_s_at,0.0034055988514072907,0.6248376375221489
214619_at,0.0034188789784942723,-0.6245924854143035
214665_s_at,0.0034284974119747455,-0.6244154593871298
212686_at,0.0034314883298480954,0.624360502408131
214140_at,0.0034365753821618034,-0.6242671280184043
220176_at,0.0034391916832975126,-0.6242191531147103
205267_at,0.0034402579511782824,0.6241996104018439
220373_at,0.0034444798512106214,-0.6241222839204882
32259_at,0.003447089542892594,-0.6240745282988346
215542_at,0.003452279829402634,-0.6239796454716078
214791_at,0.003452780196299227,-0.6239705050806762
200762_at,0.003464551987703318,-0.6237558061401373
221588_x_at,0.0034755936748246245,-0.6235550148786919
209133_s_at,0.0034780474640115203,-0.6235104705555369
207122_x_at,0.003486096060508298,-0.6233645589931363
213029_at,0.0034977158680905723,-0.6231544357089627
215552_s_at,0.00350796333216929,0.622969645737929
215436_at,0.0035200801183531546,-0.6227517680436907
201361_at,0.003521534061886545,-0.6227256690371372
220832_at,0.003527316789889651,-0.6226219614042421
201599_at,0.0035360349858794176,0.6224658957613889
203150_at,0.0035368025392077933,-0.6224521721521623
216895_at,0.0035406247928392704,-0.6223838710637797
203612_at,0.003547174467002737,-0.6222669858108696
219878_s_at,0.0035474201118855077,-0.6222626057932454
216759_at,0.0035512021375008877,-0.6221952038454082
221870_at,0.0035609546966582782,-0.6220216925411006
208057_s_at,0.0035655673371626172,-0.6219397752047959
208303_s_at,0.0035781700706979886,-0.6217164409640361
204908_s_at,0.0035795386090726826,0.6216922312736723
211673_s_at,0.0035813452641751957,-0.621660283877304
217757_at,0.003588254204038071,-0.6215382445228603
215553_x_at,0.0035975821630854134,0.6213738082022688
207336_at,0.003598828351820076,-0.6213518688208116
221165_s_at,0.003609115318854208,-0.6211710235984115
207537_at,0.0036192507246754517,-0.6209932924852872
210130_s_at,0.0036317584047573697,-0.6207745736444508
212650_at,0.0036386603244150384,-0.6206541692477769
220538_at,0.0036388309282519506,-0.6206511956374052
201264_at,0.0036470113324117833,-0.6205087577786526
