symbol,gene,p_value,log2FC,p_adj,significant
CD72,215925_s_at,0.24139759783249085,-0.18006348019147733,0.523611668694772,False
CD74,209619_at,0.6056285094123731,0.08509613633974489,0.8079518694387781,False
CD79A,205049_s_at,0.4064963064239362,-0.1513257917369586,0.6669629446673139,False
CD79B,205297_s_at,0.5378134569196052,-0.0908592536859878,0.7648408936624559,False
CD80,207176_s_at,0.11984702723922587,-0.24132250985835668,0.3684027187159153,False
CD81,200675_at,0.00021076983897482868,-0.5398704558398837,0.005937527587706836,True
CD82,203904_x_at,0.7583924843795262,0.04399256756764558,0.8907943560924033,False
CD83,204440_at,0.01245452783907213,-0.532897216449447,0.10366987069034153,False
CD84,211189_x_at,0.05005340847585747,-0.19998063887381257,0.23130238512391788,False
CD86,210895_s_at,0.17469308416981724,-0.235049731888628,0.4459768866222138,False
CD8A,205758_at,0.6274706481082908,-0.07153883518613924,0.818757887907539,False
CD8B /// LOC100996919,215332_s_at,0.68036514382387,-0.07270981120869457,0.8486663960942283,False
CD9,201005_at,2.320697188154751e-07,2.230020290552395,2.1106977732102987e-05,True
CD93,202878_s_at,0.008989393389180493,-0.3353374180346247,0.08466215253216776,False
CD96,206761_at,0.7786911503914776,0.054564276417844226,0.90084611841267,False
CD97,202910_s_at,0.36035304406329627,0.2157011595231495,0.6323631186692732,False
CD99,201028_s_at,0.00012951543475914142,-0.4703958403817996,0.004042006208316454,True
CDA,205627_at,0.026659050476724375,-0.37609185268730894,0.16244014814680047,False
CDADC1,221015_s_at,0.815642046058745,-0.04248156107053269,0.9186038265806737,False
CDC123,201725_at,0.282746974290856,0.14360166792881834,0.5655193275400003,False
CDC14A,210441_at,0.01380209900982467,-0.29793683786615954,0.1105904970283794,False
CDC14B,208022_s_at,2.150702257004215e-05,-0.8921477312385253,0.0009128399693871414,True
CDC16,209658_at,0.05921214724815349,-0.18640336095432986,0.2524730725469966,False
CDC20,202870_s_at,0.0010359301697756155,0.5816601288312135,0.01939801006143701,True
CDC23,202892_at,0.32032468873375763,0.16121530322071642,0.5992104633188651,False
CDC25A,204696_s_at,0.013347673937255439,-0.45863746784455817,0.10820923708578523,False
CDC25B,201853_s_at,0.09305430458719545,0.20591568855449616,0.3224773046837443,False
CDC25C,205167_s_at,0.02837955711833284,0.4577333164686346,0.16931236178522374,False
CDC27,217878_s_at,0.09062650930016482,-0.24745094525774292,0.317840210079203,False
CDC34,212540_at,0.0004021918386432502,-0.3728849137545005,0.00977321781950659,True
CDC37,209953_s_at,0.1833740159836942,-0.14119522647459437,0.4557353555838343,False
CDC37L1,219343_at,0.12400769396456031,-0.20775034428174877,0.37595421015133296,False
CDC37P1 /// CDC37P1,217314_at,0.12932699097664796,0.1996323096349668,0.3842903507044468,False
CDC40,203376_at,0.8618853311097926,0.03850818790313504,0.9401043043281369,False
CDC42,208728_s_at,0.29544199421878975,-0.16675557403972086,0.5766760649244299,False
CDC42BPA,215296_at,0.10118911113635573,-0.1910583931240275,0.33678964996680283,False
CDC42BPB,217849_s_at,0.13106428058221462,-0.17074496270622586,0.38743769756082364,False
CDC42EP1,204693_at,0.46151394891311903,-0.09799850447026692,0.7116809894181897,False
CDC42EP2,214014_at,0.005146643157414607,-0.3809855429827316,0.05923690572142029,False
CDC42EP3,209288_s_at,0.25432557099964054,0.1640062671043978,0.5377897469882602,False
CDC42EP4,218062_x_at,0.009666819423450261,-0.27329506036466533,0.08864433630153999,False
CDC42SE1,218157_x_at,0.037715390189168696,0.4733066373868464,0.19885853543070653,False
CDC45,204126_s_at,0.7628024663286077,0.036723828508600675,0.8934311357266946,False
CDC5L,222179_at,0.01923589708153117,-0.3716143043619251,0.13495346775564437,False
CDC6,203968_s_at,0.177383347506316,-0.2971305724773563,0.44835337726280766,False
CDC7,204510_at,0.0019991424039340483,0.4166622394519326,0.031257716399067166,True
CDC73,218578_at,0.32541169081173826,-0.11179850561211069,0.6029414794447577,False
CDCA3,221436_s_at,0.2730289300838096,0.16546420168229847,0.5568570054369717,False
CDCA4,218399_s_at,0.9416249678282872,-0.010986773595920596,0.9756874786948518,False
CDCA8,221520_s_at,0.15236356596782025,-0.15410473768945998,0.4173337960573783,False
CDCP1,218451_at,0.3664137539194674,0.18426047749555252,0.6366810416864858,False
CDH1,201131_s_at,4.283535086926605e-13,2.380368383598727,3.181667078066185e-10,True
CDH10,220115_s_at,0.09794333746115715,-0.1814673851545301,0.33102857404018876,False
CDH11,207173_x_at,0.05119242982539211,0.36845862713876976,0.23413811859589745,False
CDH12,207149_at,0.46051295445216456,-0.18383017711651561,0.7109332246125526,False
CDH13,204726_at,0.22725558989914724,0.14854956614136672,0.5080192927089384,False
CDH15,206328_at,0.48477172402488633,-0.1139255707784601,0.7278108291636263,False
CDH16,206517_at,0.2830351830209617,-0.13254031808980393,0.5656388325790215,False
CDH17,209847_at,0.0661138302013711,-0.28651182947282194,0.2680521248866725,False
CDH18,206280_at,0.0030515980430121294,-0.44142666521909035,0.04239324139179507,True
CDH19,206898_at,0.43507265963195807,0.23135850687543957,0.6914924446917918,False
CDH2,203440_at,0.01186679983080942,0.5004391205522936,0.10092667962974287,False
CDH20,210913_at,0.021277638750747892,-0.2647281761385871,0.1431118696899835,False
CDH22,215181_at,0.807552303995847,-0.04455153733541639,0.9148001584624162,False
CDH3,203256_at,0.25837388429173397,0.11628967099796128,0.5417111618024727,False
CDH4,206866_at,0.004795096295917865,-0.3821538947903136,0.0567139759882897,False
CDH5,204677_at,2.0228412942796242e-06,-1.10066236242516,0.0001266150914618901,True
CDH6,210602_s_at,0.1933638119787397,-0.24796859780339986,0.4678820525922746,False
CDH7,220679_s_at,0.508401661462501,-0.08400695698183824,0.7445264341725097,False
CDH8,217574_at,0.35964158403538316,-0.1398401127568505,0.6316618126476269,False
CDH9,207729_at,0.044661251360991465,-0.32034428090354083,0.21752713968895582,False
CDHR1,213369_at,0.7519203193153042,0.04351623012274697,0.8881162181300393,False
CDHR2,220186_s_at,0.4595261048508178,-0.0788072690999595,0.7100984878218289,False
CDHR5,220074_at,0.030464912447519185,-0.36301384805915404,0.17641622766841736,False
CDIP1,218183_at,0.2733517096405061,-0.14916375259620107,0.5571294380242748,False
CDIPT,201253_s_at,0.7698095436998468,0.06179571149711194,0.8968768201539102,False
CDK1,203213_at,8.459404030976481e-06,1.040467606276902,0.00042301361703259887,True
CDK10,210622_x_at,0.033570762729373496,-0.4497000417253876,0.18622287923789635,False
CDK11A /// CDK11B,210474_s_at,0.05218137774362443,-0.3145880284480036,0.23679708762026513,False
CDK12,219226_at,0.3814315125680746,0.1647170088778953,0.6489027839467897,False
CDK13,214287_s_at,0.04989098494722093,-0.46057305610948873,0.23087086283686137,False
CDK14,204604_at,0.11204321141508944,0.23661105443842523,0.3547933340026341,False
CDK16,207239_s_at,0.03353366614370217,-0.2899799460530641,0.18615612423520567,False
CDK17,221918_at,0.29957476418963197,0.1446146834267079,0.5797155423740833,False
CDK18,214797_s_at,0.5806460349142757,0.09739706375694723,0.7919524266380605,False
CDK19,211706_s_at,0.04279625586617825,-0.34215314054535106,0.2122477118775985,False
CDK2,211803_at,0.0014032572251622682,-0.5921027186888317,0.024428734959602204,True
CDK20,205271_s_at,0.04974412244223659,-0.23377925941958466,0.23034459211713762,False
CDK2AP1,201938_at,0.3741020754888149,0.109636561139558,0.6428220657092275,False
CDK2AP2,203252_at,0.008536763441208402,-0.3510316206660873,0.0816765563591442,False
CDK3 /// TEN1-CDK3,207188_at,0.14679937436522097,-0.24020598269579274,0.4103049847252897,False
CDK4,202246_s_at,0.0010941001156731796,0.4724014693463694,0.02018198085889525,True
CDK5,204247_s_at,0.5707843319894299,-0.08598542292537026,0.7857408580787341,False
CDK5R1,204996_s_at,0.7559138154635306,-0.05053807672844535,0.8899547725420239,False
CDK5R2,205852_at,0.005260102863561491,0.5379953390069279,0.060076637640106054,False
CDK5RAP1,218315_s_at,0.2102816872564853,0.16927836726283196,0.4874772009750792,False
CDK5RAP2,220935_s_at,0.057882000628494794,-0.28030156898475767,0.2499795250689097,False
CDK5RAP3,218740_s_at,0.028005226342957868,0.42210296594313235,0.16779720743607904,False
CDK6,207143_at,0.15831806122639724,0.2138915031321602,0.42567779013624546,False
CDK7,211297_s_at,0.01986159340771015,0.6778538043352667,0.1374944168046024,False
CDK8,204831_at,0.27525900051675956,0.12526936318150206,0.5590735856817932,False
CDK9,203198_at,0.2048457238179275,-0.13227941816600985,0.48152995114772645,False
CDKAL1,220039_s_at,0.6463093546596037,-0.08823859572247006,0.8293050414534119,False
CDKL1,207766_at,0.08577044173144918,-0.18734850227644095,0.3082403828867583,False
CDKL2,207073_at,0.095399886789319,-0.1455869513451553,0.32634259707190594,False
CDKL3,219831_at,0.5285271991801184,-0.12398779463612897,0.7588872723326617,False
CDKL5,206575_at,0.6223523902009922,-0.08734392831156601,0.8170070879491403,False
CDKN1A,202284_s_at,0.0441839281536801,-0.4992971361443308,0.2162484352212282,False
CDKN1B,209112_at,0.6403687979276522,0.05059165007286737,0.8258050346438053,False
CDKN1C,213348_at,5.71192009129601e-10,-1.0325567674069003,1.200742598059896e-07,True
CDKN2A,211156_at,0.013374723458288232,-0.36843926203120514,0.10829540800183018,False
CDKN2AIP,218929_at,0.602037192123485,-0.09034184469433981,0.8057356095487589,False
CDKN2B,207530_s_at,0.09126628246518471,-0.2607164667475885,0.31926005842570027,False
CDKN2C,204159_at,1.9269894032080672e-10,-2.0074952415800933,4.935529295596019e-08,True
CDKN2D,210240_s_at,0.41116553635604214,0.17650672453809335,0.6708958270925244,False
CDKN3,209714_s_at,0.005952769989005737,0.41734024665300495,0.06485970981563219,False
CDO1,204154_at,1.3163235220024308e-06,-0.7831152854324515,8.861521764586153e-05,True
CDON,207230_at,0.08039416635179429,-0.3474734711495291,0.2988464192583191,False
CDR1,207276_at,0.13824169506282544,-0.3537343013415013,0.3982468896037413,False
CDR2 /// LOC101060399,209501_at,0.8572958590056812,0.03769087106305946,0.9379313434887422,False
CDR2L,213230_at,0.6442919706045088,-0.07401827397862704,0.8282426434164226,False
CDRT1,208280_at,0.09909810730246846,-0.33496125763730866,0.3329618704796298,False
CDS1,205709_s_at,8.899849548849508e-08,1.178411095190235,9.310579694695474e-06,True
CDS2,212864_at,0.00651317839564684,0.5705553544946635,0.0684591323972229,False
CDSN,206193_s_at,0.04857137492965203,-0.21779023353852978,0.22737344937851167,False
CDT1,209832_s_at,0.7963050459618262,-0.07434795874076716,0.9098915981524504,False
CDV3,212010_s_at,0.014842251654260761,-0.29163632685557417,0.11598083293375634,False
CDX1,206430_at,0.4125841037874758,-0.08640834136869469,0.6717919144213327,False
CDX2,206387_at,0.10456816671743942,-0.21366780477780178,0.34216222398309715,False
CDX4,221340_at,0.020502574870197847,-0.2755712848288825,0.14018376061142027,False
CDY1,207647_at,0.8877655827764737,0.028488853976007533,0.9524071172894857,False
CDY1 /// CDY1B /// CDY2A /// CDY2B,207646_s_at,0.0004411885048866834,-0.5181419275211692,0.010425242263403994,True
CDYL,203098_at,0.10329946642186032,0.36225175990158576,0.3399551695584481,False
CEACAM1,210610_at,0.0320970413006319,-0.33065455110314446,0.18149940933428638,False
CEACAM21,216605_s_at,0.0009340490357833499,-0.5605812750053101,0.018024387833859363,True
CEACAM3,217209_at,0.051792844331142056,-0.26916371582470955,0.23584777854156122,False
CEACAM4,207205_at,0.2568190882131102,-0.13878059785322883,0.5403361101551066,False
CEACAM5,217291_at,0.07867510183817253,-0.3701228531179561,0.2954858072240011,False
CEACAM6,211657_at,0.0007284589938254364,0.5718626232933612,0.015085735835884944,True
CEACAM7,211848_s_at,0.00609889785737482,-0.3286730101340707,0.06583725801698588,False
CEACAM8,206676_at,0.30185136598779777,-0.24113532179976183,0.5819918394792425,False
CEBPA,204039_at,3.2473991029128575e-06,-1.1314009674914942,0.00018988356852426636,True
CEBPA-AS1,220465_at,0.4802295652345151,-0.11041308651834036,0.724702383998422,False
CEBPB,212501_at,0.0004255791360060421,-0.7487428318560152,0.010207943904868283,True
CEBPD,203973_s_at,0.018708337392102762,-0.39345993382564615,0.1328357394644689,False
CEBPE,214523_at,0.13637425487058583,-0.2819561479404431,0.3955159631947669,False
CEBPG,204203_at,0.9274377451344455,0.01902678097386179,0.9697586350708878,False
CEBPZ,203341_at,0.40879265122470676,0.1379052364128306,0.6689590232947737,False
CECR1,219505_at,0.04737108473828689,-0.42074753466139647,0.22447829696041974,False
CECR5,218592_s_at,0.8425778282027442,0.021765205697477086,0.9308862803841773,False
CEL,205910_s_at,0.5083684172025381,-0.09818532878102815,0.7445264341725097,False
CELA2A /// CELA2B,206446_s_at,0.17575806844081568,0.308583730856304,0.4469026414256495,False
CELA2B,207077_at,0.12210055384896806,-0.28076430135618047,0.37229975936187126,False
CELA3A,210080_x_at,0.7841077605665119,0.047705866220178805,0.9034267439867416,False
CELA3B,206151_x_at,0.1972526550090745,-0.23028317382245334,0.4723676422963145,False
CELF1,204113_at,0.16512918654155492,0.20357609910756302,0.43384242930138983,False
CELF2,202157_s_at,6.839383705996398e-07,-0.8943554409614851,5.097056425442065e-05,True
CELF3,206817_x_at,0.04697805547752354,-0.3475759499315654,0.22358223199608224,False
CELP,207412_x_at,0.008009833553915652,-0.29861959480822886,0.07824775146072006,False
CELSR1,41660_at,0.0026509827723333493,0.8045616567275875,0.03860905170974119,True
CELSR2,36499_at,0.0033586092405319904,0.46689148743199027,0.04516589602098633,True
CELSR3,205165_at,0.11795404319113524,0.3257950016022555,0.36566081586367094,False
CELSR3-AS1,216116_at,0.07042927200368088,-0.2080320035567853,0.27777214171407566,False
CEMIP,212942_s_at,0.7196967570153161,-0.05348463021229932,0.8698743131141402,False
CEMP1,222009_at,0.48159786534632076,0.10842601549028075,0.7252446599656731,False
CEND1,219591_at,0.7619312552558353,0.04329957949670593,0.8929695598684032,False
CENPA,210821_x_at,0.37833304181192695,-0.19295199087187598,0.6468003046413356,False
CENPA /// SLC35F6,204962_s_at,0.008480120452537569,0.5833676978424567,0.08127420388984716,False
CENPB,212437_at,0.3495958343901878,-0.17195531329632097,0.6234030071796219,False
CENPBD1P1,218624_s_at,0.03862731246795867,0.41969301321648267,0.20149036466506082,False
CENPBD1P1 /// RPL23AP7,221634_at,0.003155217913073588,-0.6017897277835873,0.043326062463775725,True
CENPC,204739_at,0.8692126440660939,0.018642071553902184,0.9438959769662012,False
CENPE,205046_at,0.1073991865518409,-0.23087339663833362,0.34785399922405574,False
CENPF,207828_s_at,0.0003482394198123587,0.8362266105478282,0.008788016978118672,True
CENPI,214804_at,0.1075562367081581,0.24528016303049327,0.34805048251058485,False
CENPJ,220885_s_at,0.010601262657988551,-0.29332411714192297,0.09348157333120652,False
CENPM,218741_at,0.5332969197456057,-0.10202576988279244,0.76182316923368,False
CENPN,219555_s_at,0.313654839690513,-0.09158114682989282,0.5932578552604789,False
CENPO,219472_at,0.5090541875359411,-0.08992051738755258,0.7450902825054766,False
CENPQ,219294_at,0.06241195302432984,0.2976230551410346,0.2599227035003978,False
CENPT,218148_at,0.774531229247315,0.06431977483112128,0.8991370151563783,False
CENPU,218883_s_at,0.18428889462520254,0.2653314029703271,0.45644037611864097,False
CEP104,204075_s_at,0.30068047058586095,-0.2570174294773935,0.5808463741711954,False
CEP112,213644_at,0.0050894427733030045,-0.5185192330890747,0.0588731357859445,False
CEP131,214742_at,0.11018761912297584,0.28606198632639934,0.3523695058721686,False
CEP135,206003_at,0.020762968133221774,0.31133989955947605,0.1413677347878952,False
CEP152,215882_at,0.33155371684276846,-0.1843075005754038,0.6083171241175307,False
CEP162,206006_s_at,0.32663316153851285,-0.17435763182434094,0.6038402000132692,False
CEP164,204251_s_at,0.017011850770372535,0.36357747190375633,0.12575515175014912,False
CEP170 /// CEP170P1,212746_s_at,0.1792642367774982,-0.1623433774150307,0.45057461891172357,False
CEP170B,213242_x_at,0.3843508133592173,-0.12063857901159025,0.6511929116547627,False
CEP192,218827_s_at,0.1958102904761033,0.17587945653877401,0.47080065307094515,False
CEP250,209495_at,0.3206546831034268,-0.12673731679734956,0.5995257848291374,False
CEP290,205250_s_at,0.557743290268254,-0.09374222747977079,0.7770049226037826,False
CEP350,204373_s_at,0.006405877439281735,0.36567003089128924,0.0677466383386402,False
CEP41,215637_at,0.509961367087955,-0.08639369633278982,0.7459759344034728,False
CEP55,218542_at,0.0002447718414709861,0.8165340427242356,0.006708795748460004,True
CEP57,209862_s_at,0.1322577500610083,-0.19966493811487318,0.389879540231439,False
CEP63,219242_at,0.33856703329562754,-0.14383890055524517,0.6148611445296924,False
CEP68,212675_s_at,0.004482768667632051,-0.433400971672123,0.05464416532868982,False
CEP70,219036_at,0.4608577489843667,-0.09509664832348541,0.7111738619360823,False
CEP72,219531_at,0.4394068598760704,-0.11349771857345026,0.6948450052593782,False
CEP76,52285_f_at,0.5264731143108584,0.10978324318315913,0.7574183785541582,False
CEP83,219644_at,0.8837035183878998,-0.02225140730081243,0.9506777182792249,False
CEP85,219611_s_at,0.45367344087421735,-0.11481722656287552,0.7061966666433941,False
CEP97,219886_at,0.051074806090213636,0.4866347179085011,0.23375615752676238,False
CEPT1,219375_at,0.11782247979928108,-0.20549779980348148,0.365354622511464,False
CER1,221378_at,0.045920347436998014,-0.2289786301772736,0.22081987505447115,False
CERK,218421_at,0.6416125590288185,-0.10978576774677684,0.8264963275533341,False
CERS1 /// GDF1,206397_x_at,0.724183932223575,-0.05892776452913839,0.8734973780306334,False
CERS2,222212_s_at,0.34257378030896735,0.18575494805612003,0.618002877803167,False
CERS4,218922_s_at,0.8672939629914075,-0.021801872543124823,0.9431329823096057,False
CERS6,212442_s_at,3.261611871482038e-05,0.8706979133245643,0.0013001520095211852,True
CES1 /// LOC100653057,209616_s_at,2.60153831023068e-09,-1.6042055302744345,4.528912356786737e-07,True
CES1P1,206824_at,0.3586960858452446,0.1192789553520095,0.6309460752202073,False
CES2,209668_x_at,0.06081454951735313,-0.22596477101564716,0.2559540852549022,False
CES3,220335_x_at,0.00443128494942127,-0.36664098876603646,0.05419446900546331,False
CETN1,207209_at,0.555830312279222,-0.09470743036240492,0.7760560497508384,False
CETN2,209194_at,0.024655024234436603,0.5235949093866719,0.15558989097024944,False
CETN3,209662_at,0.0442800122032229,0.29032381318776324,0.21652216632091634,False
CETP,206210_s_at,0.012249446416564107,-0.3621671364453425,0.10234511229857443,False
CFB,202357_s_at,0.0004987878781061332,0.5627740912609536,0.011418398682633371,True
CFD,205382_s_at,3.125161742583198e-13,-3.4328159011165873,2.579184411480793e-10,True
CFDP1,203166_at,0.015056078823402182,0.6079894023412002,0.11685635821033466,False
CFH,213800_at,5.557433315924992e-06,-1.1728735320407822,0.0002969695121792724,True
CFH /// CFHR1,215388_s_at,0.2543246384969216,-0.2886634560013359,0.5377897469882602,False
CFHR2,206910_x_at,0.2584639330118359,-0.17232476934912277,0.5417111618024727,False
CFHR4,207874_s_at,0.212859107562977,-0.18208646385631155,0.4912468176110014,False
CFHR5,208088_s_at,0.19877641446043354,-0.1949303310315873,0.474639395994625,False
CFI,203854_at,0.8677094318686545,-0.023675612018061898,0.9431329823096057,False
CFL1,200021_at,0.6033777050702185,0.0919936742983225,0.8063974930774114,False
CFLAR,208485_x_at,0.016927975688487824,-0.3218606867984999,0.12540095820032385,False
CFP,206380_s_at,0.33419943938861907,-0.11859240661355219,0.6107074059288665,False
CFTR,205043_at,0.029275585872526422,-0.3388627711324581,0.17225903502302164,False
CGA,204637_at,0.618310763669061,0.09263192248520369,0.8147734326929442,False
CGB /// CGB1 /// CGB5 /// CGB7 /// CGB8,205387_s_at,0.9468815879441712,0.012930197421289868,0.9774558706643179,False
CGB1 /// LHB,214471_x_at,0.011123544733181586,-0.4257848787110676,0.0967093044438101,False
CGGBP1,206861_s_at,0.01665516441381044,-0.2858659838950146,0.12441402233755885,False
CGREF1,205937_at,0.27732018848505946,-0.12275786975318148,0.5608064034860314,False
CGRRF1,204605_at,0.7209766272323654,0.056099933372324884,0.8708956699770642,False
CH25H,206932_at,0.28920403321524796,-0.24146766483782045,0.5706858329508814,False
CHAC1,219270_at,0.7181223324432209,0.05386452658962426,0.8687041936893131,False
CHAD,206869_at,0.9258751217989668,-0.01026339934602749,0.969239073800049,False
CHAF1A,214426_x_at,0.20798561660408915,-0.17816188693757695,0.48508538529916967,False
CHAF1B,204775_at,0.8295704373292482,-0.023686862453200064,0.925036899962233,False
CHAT,221197_s_at,0.5596014434398768,-0.08716562467858857,0.7780855462480204,False
CHCHD2,217720_at,0.9420532119949862,-0.012045161863238008,0.9756874786948518,False
CHCHD3,217972_at,0.37992110414154334,-0.2071811071011016,0.648023726545163,False
CHCHD7,218642_s_at,0.3744229947878399,-0.16501231585399267,0.6430759667687249,False
CHD1,204258_at,0.5552215929475457,0.15181247675587883,0.7760560497508384,False
CHD1L,212539_at,0.0028424885962770154,0.4681490418206753,0.04031774245120352,True
CHD2,203461_at,0.4278293178257133,-0.10134903927622574,0.6848035393006686,False
CHD3,208806_at,0.4049035275041666,0.14502448631002363,0.6656189821744998,False
CHD4,201184_s_at,0.07155999500976792,0.4447781011649923,0.2800933372216158,False
CHD5,213965_s_at,0.022779027713528813,-0.32387757667327577,0.14846009784748831,False
CHD7,218829_s_at,0.13293777869988432,-0.20266064231494063,0.390850049184526,False
CHD8,212571_at,0.6981833380179028,0.06602054881217789,0.8576889200646632,False
CHD9,212616_at,0.1349100128680378,-0.20225124814537132,0.3935331609816058,False
CHEK1,205393_s_at,0.3060785994677378,0.23506381010770383,0.5858814743053427,False
CHEK2,210416_s_at,0.25317392574173725,0.18012796651172458,0.5369447612423383,False
CHERP,202229_s_at,0.0004848951631034536,-0.6149112634480991,0.011196807170398192,True
CHFR,218803_at,0.9181187613868057,0.01248442978740627,0.9660909279059531,False
CHGA,204697_s_at,0.5924155902669664,-0.1115336630263446,0.7999028417814223,False
CHGB,204260_at,0.7568078265658318,-0.044279397838035806,0.8903409956901129,False
CHI3L1,209395_at,0.010732283452807126,1.0537891779503177,0.09441274069439447,False
CHI3L2,213060_s_at,0.1873335214031216,-0.18280444840114285,0.4599331046083912,False
CHIA,220630_s_at,0.7733712507529218,0.05168962637783103,0.8984929099474513,False
CHIC2,219492_at,0.48885706940681006,-0.1704152810213584,0.7305970541644499,False
CHIT1,208168_s_at,0.07886294485344995,-0.45395016586203596,0.29569291606418063,False
CHKA,204266_s_at,0.012504958984748555,0.6411619026721196,0.103856877024656,False
CHKB,204193_at,0.9441003142473777,-0.016463615558228284,0.9761579381427996,False
CHKB-CPT1B /// CPT1B,210069_at,0.29614456916442494,0.21512379058513087,0.5772889016438528,False
CHL1,204591_at,0.018417186306069387,-0.6699759383093982,0.13157748074964545,False
CHM,207099_s_at,0.9306300749345626,0.013201161436900755,0.9713358984760668,False
CHML,206079_at,0.2334048385991501,-0.16197118947466915,0.515405808988689,False
CHMP1A,201933_at,0.172057499418358,0.22629546706779102,0.4425832534446322,False
CHMP1B,218178_s_at,0.28469637843812384,-0.15168525496044793,0.5668989672481777,False
CHMP2A,202121_s_at,0.8431782833256902,-0.02998224031936836,0.9310665990374885,False
CHMP2B,202538_s_at,0.11375360191382378,0.27866688579238463,0.35778737279364,False
CHMP3 /// RNF103-CHMP3,217837_s_at,0.7044239944267432,-0.05101994896794082,0.8608467625211758,False
CHMP4A /// TM9SF1,218572_at,0.4737516830717945,0.14405693992816282,0.7197033510968637,False
CHMP5,218085_at,0.03319229378455605,0.28994976603924094,0.18477795158334176,False
CHMP6,218743_at,0.004059644634145934,-0.3182935549698023,0.051369143317815925,False
CHMP7,212313_at,0.23966284668190493,-0.12495516431334686,0.5213205010360101,False
CHN1,212624_s_at,0.5696280141404968,-0.06659575443885402,0.784695359922969,False
CHN2,207486_x_at,0.25962525291054184,-0.12460203432565109,0.5424537389299208,False
CHODL,219867_at,0.23452028205890108,-0.1324899773324475,0.5164428476345839,False
CHORDC1,218566_s_at,0.005439922859791175,0.5068960465973298,0.061345041034780744,False
CHP1,214665_s_at,0.003532354321008762,-0.5509584212190362,0.04682418282869615,True
CHP2,206149_at,0.028105767967471808,-0.23527747691512158,0.16821940038119104,False
CHPF,202175_at,0.9591050432699877,-0.007256792403742551,0.9827893718010271,False
CHPF2,221799_at,0.05995819437201598,-0.25034851563432703,0.25409074669576287,False
CHPT1,221675_s_at,0.02559132053516966,-0.2762770421746801,0.15919916121864475,False
CHRD,211248_s_at,0.1357555427561384,-0.23488886410932786,0.39461864121346607,False
CHRDL1,209763_at,8.590513289545869e-10,-1.0939080108285122,1.7245261948734288e-07,True
CHRFAM7A /// CHRNA7 /// LOC101929970 /// LOC101930361,210123_s_at,0.6607971549758503,0.06019856802691681,0.8373703323935786,False
CHRM2,221330_at,0.29843792339718445,-0.11672912331781049,0.5790745600016947,False
CHRM3,214596_at,0.0937011476317879,-0.2816132615639919,0.3235092570546292,False
CHRM4,221357_at,0.6469301855452843,-0.09391053953403716,0.8298149507544076,False
CHRM5,221347_at,0.3800493794018813,-0.16945101490542847,0.6480446558911113,False
CHRNA1,211039_at,0.04605511338887088,-0.3110337418965319,0.22131681941863485,False
CHRNA10,220210_at,0.06455964868717425,-0.22294701372185521,0.26423635140165136,False
CHRNA2,207868_at,0.3004568562978561,-0.12450572823561146,0.580666099643116,False
CHRNA3,211587_x_at,0.003403511211684334,-0.3941538609359547,0.04560459430544919,True
CHRNA4,216900_s_at,0.045604713141147224,-0.2845330712995242,0.22015046743652641,False
CHRNA5,206533_at,0.04463187122524391,-0.22348351713552006,0.2174375575358153,False
CHRNA6,207568_at,0.029693132097508606,-0.2617511242570174,0.17374683122512005,False
CHRNA9,221107_at,0.17031912408946454,-0.29476622521434237,0.44070586886298857,False
CHRNB1,206703_at,0.3220701686512644,-0.24675742546402368,0.6004432853247325,False
CHRNB2,206635_at,0.6880564223149992,0.059602200875934486,0.8534399872893584,False
CHRNB3,217086_at,0.15971775677773384,-0.25639479933970044,0.42776331421613495,False
CHRNB4,207516_at,0.5958086507380045,0.09093251996728657,0.8019573642038631,False
CHRND,207024_at,0.4041080459722872,-0.1231089846982023,0.6652189076118264,False
CHRNE,215916_at,0.8828806672382319,-0.017696448002672227,0.9502786168021092,False
CHRNG,221355_at,0.6000510248254469,-0.09065548180618244,0.8046056677208709,False
CHST1,205567_at,0.5348138858090525,-0.0701355784342006,0.763046345081516,False
CHST10,204065_at,0.17685425268143776,-0.18411899497311346,0.4479292605350896,False
CHST11,219634_at,0.10419825616926211,-0.27151966751415557,0.34149871190170134,False
CHST12,218927_s_at,0.5531615336710569,-0.1286942310122221,0.7751286927632539,False
CHST15,203066_at,8.026639630686793e-05,0.6600753419663885,0.0027644143877989767,True
CHST2,203921_at,0.001493814586315896,-0.36289840112497984,0.025409672081585583,True
CHST3,32094_at,0.16575872494095095,-0.21846290821613934,0.4344391517124453,False
CHST4,220446_s_at,0.34772818726117116,-0.11792328724341594,0.6225636507103227,False
CHST5,221164_x_at,0.3892685599484411,-0.09869497882434963,0.6545469787470941,False
CHST7,206756_at,0.006149500615897577,-0.2965990537898646,0.066197740204853,False
CHST8,221065_s_at,0.18690363349131744,-0.36630854589627493,0.45981999931372214,False
CHSY1,203044_at,0.014791013550434828,0.2578102950053598,0.11572491700807565,False
CHTOP,202559_x_at,0.062282457716673977,0.30807368842222616,0.25972541028031587,False
CHUK,209666_s_at,0.7453809636177384,-0.04914745003905274,0.8851696872891742,False
CHURC1-FNTB /// FNTB,204764_at,0.109461933321499,-0.3113283452990778,0.3511687817577612,False
CIAO1,217501_at,0.8231308153988595,0.03812764592906248,0.9224894312710109,False
CIAPIN1,208968_s_at,0.39649211062406153,-0.10157310214060189,0.6599001358910268,False
CIB1,201953_at,0.4589423890705435,0.14823946446404968,0.7096886367563443,False
